galaxy,r_kpc,v_obs_kms,mass_msun,rd_kpc
CamB,0.16,1.99,72930.35115844001,3.0
CamB,0.41,4.84,72930.35115844001,3.0
CamB,0.57,6.79,72930.35115844001,3.0
CamB,0.73,8.87,72930.35115844001,3.0
CamB,0.90,10.90,72930.35115844001,3.0
CamB,1.06,12.90,72930.35115844001,3.0
CamB,1.22,14.70,72930.35115844001,3.0
CamB,1.47,16.80,72930.35115844001,3.0
CamB,1.79,20.10,72930.35115844001,3.0
D564-8,0.51,8.54,11682.172672810002,3.0
D564-8,1.02,15.10,11682.172672810002,3.0
D564-8,1.53,19.80,11682.172672810002,3.0
D564-8,2.04,21.90,11682.172672810002,3.0
D564-8,2.56,24.00,11682.172672810002,3.0
D564-8,3.07,25.00,11682.172672810002,3.0
D631-7,0.45,8.41,155257.51314528997,3.0
D631-7,0.90,17.80,155257.51314528997,3.0
D631-7,1.35,26.00,155257.51314528997,3.0
D631-7,1.80,30.90,155257.51314528997,3.0
D631-7,2.25,34.70,155257.51314528997,3.0
D631-7,2.69,38.80,155257.51314528997,3.0
D631-7,3.14,42.50,155257.51314528997,3.0
D631-7,3.59,45.60,155257.51314528997,3.0
D631-7,4.04,48.80,155257.51314528997,3.0
D631-7,4.49,51.80,155257.51314528997,3.0
D631-7,4.94,54.80,155257.51314528997,3.0
D631-7,5.39,56.60,155257.51314528997,3.0
D631-7,5.84,58.40,155257.51314528997,3.0
D631-7,6.29,58.50,155257.51314528997,3.0
D631-7,6.74,57.70,155257.51314528997,3.0
D631-7,7.19,57.30,155257.51314528997,3.0
DDO064,0.10,6.29,620460.2622490004,3.0
DDO064,0.30,13.90,620460.2622490004,3.0
DDO064,0.49,15.60,620460.2622490004,3.0
DDO064,0.69,18.40,620460.2622490004,3.0
DDO064,0.89,22.50,620460.2622490004,3.0
DDO064,1.09,26.50,620460.2622490004,3.0
DDO064,1.29,35.30,620460.2622490004,3.0
DDO064,1.48,40.50,620460.2622490004,3.0
DDO064,1.68,44.20,620460.2622490004,3.0
DDO064,1.88,46.30,620460.2622490004,3.0
DDO064,2.08,46.40,620460.2622490004,3.0
DDO064,2.27,46.30,620460.2622490004,3.0
DDO064,2.37,46.40,620460.2622490004,3.0
DDO064,2.98,46.90,620460.2622490004,3.0
DDO154,0.49,13.80,80540.85072784004,3.0
DDO154,0.99,21.60,80540.85072784004,3.0
DDO154,1.48,28.90,80540.85072784004,3.0
DDO154,1.97,34.30,80540.85072784004,3.0
DDO154,2.47,38.20,80540.85072784004,3.0
DDO154,2.96,42.00,80540.85072784004,3.0
DDO154,3.46,44.60,80540.85072784004,3.0
DDO154,3.95,46.30,80540.85072784004,3.0
DDO154,4.44,47.40,80540.85072784004,3.0
DDO154,4.94,48.20,80540.85072784004,3.0
DDO154,5.43,47.40,80540.85072784004,3.0
DDO154,5.92,45.50,80540.85072784004,3.0
DDO161,0.60,16.00,917925.33428964,3.0
DDO161,0.73,16.60,917925.33428964,3.0
DDO161,0.85,18.60,917925.33428964,3.0
DDO161,0.98,20.00,917925.33428964,3.0
DDO161,1.07,21.40,917925.33428964,3.0
DDO161,1.54,28.90,917925.33428964,3.0
DDO161,2.02,32.90,917925.33428964,3.0
DDO161,2.49,35.20,917925.33428964,3.0
DDO161,2.96,37.60,917925.33428964,3.0
DDO161,3.43,40.60,917925.33428964,3.0
DDO161,3.90,42.70,917925.33428964,3.0
DDO161,4.37,45.50,917925.33428964,3.0
DDO161,4.86,48.90,917925.33428964,3.0
DDO161,5.34,51.50,917925.33428964,3.0
DDO161,5.81,53.00,917925.33428964,3.0
DDO161,6.28,55.00,917925.33428964,3.0
DDO161,6.75,57.60,917925.33428964,3.0
DDO161,7.22,59.70,917925.33428964,3.0
DDO161,7.69,60.50,917925.33428964,3.0
DDO161,8.16,61.80,917925.33428964,3.0
DDO161,8.64,62.90,917925.33428964,3.0
DDO161,9.11,63.00,917925.33428964,3.0
DDO161,9.58,64.50,917925.33428964,3.0
DDO161,10.05,65.60,917925.33428964,3.0
DDO161,10.52,67.50,917925.33428964,3.0
DDO161,10.99,66.80,917925.33428964,3.0
DDO161,11.46,66.80,917925.33428964,3.0
DDO161,11.94,66.60,917925.33428964,3.0
DDO161,12.41,66.80,917925.33428964,3.0
DDO161,12.90,66.30,917925.33428964,3.0
DDO161,13.37,66.10,917925.33428964,3.0
DDO168,0.41,15.00,616357.67214025,3.0
DDO168,0.82,23.40,616357.67214025,3.0
DDO168,1.24,29.20,616357.67214025,3.0
DDO168,1.64,36.20,616357.67214025,3.0
DDO168,2.06,44.00,616357.67214025,3.0
DDO168,2.47,52.10,616357.67214025,3.0
DDO168,2.89,52.90,616357.67214025,3.0
DDO168,3.30,54.80,616357.67214025,3.0
DDO168,3.71,55.00,616357.67214025,3.0
DDO168,4.12,52.00,616357.67214025,3.0
DDO170,1.87,27.70,714549.1651620099,3.0
DDO170,3.36,42.40,714549.1651620099,3.0
DDO170,4.86,52.50,714549.1651620099,3.0
DDO170,6.35,55.60,714549.1651620099,3.0
DDO170,7.85,58.60,714549.1651620099,3.0
DDO170,9.34,59.00,714549.1651620099,3.0
DDO170,10.83,60.00,714549.1651620099,3.0
DDO170,12.33,62.20,714549.1651620099,3.0
ESO079-G014,0.41,33.20,291471383.0360892,3.0
ESO079-G014,0.98,50.40,291471383.0360892,3.0
ESO079-G014,1.78,53.90,291471383.0360892,3.0
ESO079-G014,2.69,67.60,291471383.0360892,3.0
ESO079-G014,3.36,81.70,291471383.0360892,3.0
ESO079-G014,4.39,102.00,291471383.0360892,3.0
ESO079-G014,5.65,116.00,291471383.0360892,3.0
ESO079-G014,6.34,132.00,291471383.0360892,3.0
ESO079-G014,6.89,137.00,291471383.0360892,3.0
ESO079-G014,8.34,154.00,291471383.0360892,3.0
ESO079-G014,10.04,163.00,291471383.0360892,3.0
ESO079-G014,11.65,170.00,291471383.0360892,3.0
ESO079-G014,13.36,175.00,291471383.0360892,3.0
ESO079-G014,15.06,177.00,291471383.0360892,3.0
ESO079-G014,16.67,178.00,291471383.0360892,3.0
ESO116-G012,0.25,20.90,10796371.237402244,3.0
ESO116-G012,0.83,40.00,10796371.237402244,3.0
ESO116-G012,1.38,51.50,10796371.237402244,3.0
ESO116-G012,1.85,67.90,10796371.237402244,3.0
ESO116-G012,2.68,80.20,10796371.237402244,3.0
ESO116-G012,3.19,83.30,10796371.237402244,3.0
ESO116-G012,3.68,91.40,10796371.237402244,3.0
ESO116-G012,4.13,102.00,10796371.237402244,3.0
ESO116-G012,5.23,105.00,10796371.237402244,3.0
ESO116-G012,6.05,109.00,10796371.237402244,3.0
ESO116-G012,6.81,108.00,10796371.237402244,3.0
ESO116-G012,7.56,109.00,10796371.237402244,3.0
ESO116-G012,8.32,110.00,10796371.237402244,3.0
ESO116-G012,9.09,111.00,10796371.237402244,3.0
ESO116-G012,9.86,112.00,10796371.237402244,3.0
ESO444-G084,0.26,18.30,79277.94821955997,3.0
ESO444-G084,0.77,35.30,79277.94821955997,3.0
ESO444-G084,1.29,47.80,79277.94821955997,3.0
ESO444-G084,1.81,52.80,79277.94821955997,3.0
ESO444-G084,2.32,58.00,79277.94821955997,3.0
ESO444-G084,3.39,63.10,79277.94821955997,3.0
ESO444-G084,4.44,62.70,79277.94821955997,3.0
ESO563-G021,0.45,18.90,1505281405.2971177,3.0
ESO563-G021,1.34,58.30,1505281405.2971177,3.0
ESO563-G021,2.23,74.10,1505281405.2971177,3.0
ESO563-G021,3.12,119.00,1505281405.2971177,3.0
ESO563-G021,4.01,141.00,1505281405.2971177,3.0
ESO563-G021,4.90,195.00,1505281405.2971177,3.0
ESO563-G021,5.79,227.00,1505281405.2971177,3.0
ESO563-G021,6.69,246.00,1505281405.2971177,3.0
ESO563-G021,7.58,268.00,1505281405.2971177,3.0
ESO563-G021,8.47,283.00,1505281405.2971177,3.0
ESO563-G021,10.23,291.00,1505281405.2971177,3.0
ESO563-G021,12.06,310.00,1505281405.2971177,3.0
ESO563-G021,13.44,310.00,1505281405.2971177,3.0
ESO563-G021,15.18,310.00,1505281405.2971177,3.0
ESO563-G021,16.83,314.00,1505281405.2971177,3.0
ESO563-G021,18.56,317.00,1505281405.2971177,3.0
ESO563-G021,20.30,319.00,1505281405.2971177,3.0
ESO563-G021,21.94,318.00,1505281405.2971177,3.0
ESO563-G021,23.68,317.00,1505281405.2971177,3.0
ESO563-G021,25.41,317.00,1505281405.2971177,3.0
ESO563-G021,27.06,312.00,1505281405.2971177,3.0
ESO563-G021,28.80,312.00,1505281405.2971177,3.0
ESO563-G021,30.53,311.00,1505281405.2971177,3.0
ESO563-G021,32.18,310.00,1505281405.2971177,3.0
ESO563-G021,33.91,313.00,1505281405.2971177,3.0
ESO563-G021,35.65,320.00,1505281405.2971177,3.0
ESO563-G021,37.30,321.00,1505281405.2971177,3.0
ESO563-G021,39.03,320.00,1505281405.2971177,3.0
ESO563-G021,40.76,315.00,1505281405.2971177,3.0
ESO563-G021,42.41,312.00,1505281405.2971177,3.0
F561-1,1.61,23.40,10893044.13270544,3.0
F561-1,3.23,40.60,10893044.13270544,3.0
F561-1,4.84,45.50,10893044.13270544,3.0
F561-1,6.45,49.20,10893044.13270544,3.0
F561-1,8.06,50.40,10893044.13270544,3.0
F561-1,9.66,50.40,10893044.13270544,3.0
F563-1,1.07,22.10,3013697.736000252,3.0
F563-1,1.78,42.70,3013697.736000252,3.0
F563-1,2.49,60.60,3013697.736000252,3.0
F563-1,2.97,76.80,3013697.736000252,3.0
F563-1,3.04,81.60,3013697.736000252,3.0
F563-1,3.19,87.00,3013697.736000252,3.0
F563-1,6.95,90.00,3013697.736000252,3.0
F563-1,8.58,97.80,3013697.736000252,3.0
F563-1,9.26,93.70,3013697.736000252,3.0
F563-1,9.89,103.00,3013697.736000252,3.0
F563-1,10.08,97.40,3013697.736000252,3.0
F563-1,11.84,106.50,3013697.736000252,3.0
F563-1,14.56,112.00,3013697.736000252,3.0
F563-1,15.43,111.50,3013697.736000252,3.0
F563-1,17.93,111.00,3013697.736000252,3.0
F563-1,19.02,112.50,3013697.736000252,3.0
F563-1,20.10,106.00,3013697.736000252,3.0
F563-V1,1.31,12.00,904625.06947684,3.0
F563-V1,2.63,21.70,904625.06947684,3.0
F563-V1,3.93,28.60,904625.06947684,3.0
F563-V1,5.24,29.50,904625.06947684,3.0
F563-V1,6.55,28.60,904625.06947684,3.0
F563-V1,7.87,27.30,904625.06947684,3.0
F563-V2,0.28,11.90,8958727.226636892,3.0
F563-V2,0.87,34.80,8958727.226636892,3.0
F563-V2,1.46,58.50,8958727.226636892,3.0
F563-V2,2.05,81.50,8958727.226636892,3.0
F563-V2,2.35,91.80,8958727.226636892,3.0
F563-V2,4.76,114.00,8958727.226636892,3.0
F563-V2,7.86,116.00,8958727.226636892,3.0
F563-V2,8.70,117.00,8958727.226636892,3.0
F563-V2,10.18,118.00,8958727.226636892,3.0
F563-V2,10.47,118.00,8958727.226636892,3.0
F565-V2,1.26,21.70,1174827.2871302494,3.0
F565-V2,2.51,40.30,1174827.2871302494,3.0
F565-V2,3.78,57.70,1174827.2871302494,3.0
F565-V2,5.03,68.50,1174827.2871302494,3.0
F565-V2,6.29,73.50,1174827.2871302494,3.0
F565-V2,7.54,78.50,1174827.2871302494,3.0
F565-V2,8.80,83.10,1174827.2871302494,3.0
F567-2,1.92,26.90,2818741.810138809,3.0
F567-2,3.83,46.80,2818741.810138809,3.0
F567-2,5.75,47.60,2818741.810138809,3.0
F567-2,7.67,48.10,2818741.810138809,3.0
F567-2,9.59,52.20,2818741.810138809,3.0
F568-1,0.44,15.70,22502781.717874084,3.0
F568-1,1.32,44.50,22502781.717874084,3.0
F568-1,2.20,69.40,22502781.717874084,3.0
F568-1,3.08,90.00,22502781.717874084,3.0
F568-1,3.96,105.00,22502781.717874084,3.0
F568-1,4.84,113.00,22502781.717874084,3.0
F568-1,5.53,117.00,22502781.717874084,3.0
F568-1,7.48,124.00,22502781.717874084,3.0
F568-1,8.37,127.00,22502781.717874084,3.0
F568-1,9.24,130.00,22502781.717874084,3.0
F568-1,10.13,133.00,22502781.717874084,3.0
F568-1,13.23,142.00,22502781.717874084,3.0
F568-3,0.64,12.40,15359038.337908812,3.0
F568-3,1.18,21.90,15359038.337908812,3.0
F568-3,1.80,32.30,15359038.337908812,3.0
F568-3,2.03,37.90,15359038.337908812,3.0
F568-3,2.78,53.10,15359038.337908812,3.0
F568-3,3.00,62.40,15359038.337908812,3.0
F568-3,3.64,68.00,15359038.337908812,3.0
F568-3,4.19,78.00,15359038.337908812,3.0
F568-3,4.60,82.30,15359038.337908812,3.0
F568-3,5.14,85.70,15359038.337908812,3.0
F568-3,5.39,85.50,15359038.337908812,3.0
F568-3,6.31,89.50,15359038.337908812,3.0
F568-3,9.10,95.20,15359038.337908812,3.0
F568-3,10.17,97.50,15359038.337908812,3.0
F568-3,11.99,101.00,15359038.337908812,3.0
F568-3,14.02,107.00,15359038.337908812,3.0
F568-3,15.94,117.00,15359038.337908812,3.0
F568-3,17.98,120.00,15359038.337908812,3.0
F568-V1,0.39,17.40,5736481.496082089,3.0
F568-V1,1.18,46.30,5736481.496082089,3.0
F568-V1,1.95,69.10,5736481.496082089,3.0
F568-V1,2.74,85.20,5736481.496082089,3.0
F568-V1,3.53,93.20,5736481.496082089,3.0
F568-V1,4.30,100.00,5736481.496082089,3.0
F568-V1,5.09,108.00,5736481.496082089,3.0
F568-V1,5.87,112.00,5736481.496082089,3.0
F568-V1,6.40,113.00,5736481.496082089,3.0
F568-V1,7.44,113.00,5736481.496082089,3.0
F568-V1,8.21,112.00,5736481.496082089,3.0
F568-V1,9.00,111.00,5736481.496082089,3.0
F568-V1,9.72,111.00,5736481.496082089,3.0
F568-V1,11.79,113.00,5736481.496082089,3.0
F568-V1,17.63,118.00,5736481.496082089,3.0
F571-8,0.22,12.40,10238229.196562894,3.0
F571-8,0.78,37.50,10238229.196562894,3.0
F571-8,1.33,56.50,10238229.196562894,3.0
F571-8,2.33,69.10,10238229.196562894,3.0
F571-8,3.44,85.50,10238229.196562894,3.0
F571-8,3.78,87.10,10238229.196562894,3.0
F571-8,4.77,105.00,10238229.196562894,3.0
F571-8,5.44,112.00,10238229.196562894,3.0
F571-8,6.11,116.00,10238229.196562894,3.0
F571-8,7.22,124.00,10238229.196562894,3.0
F571-8,9.33,135.00,10238229.196562894,3.0
F571-8,11.10,140.00,10238229.196562894,3.0
F571-8,15.55,144.00,10238229.196562894,3.0
F571-V1,1.95,32.00,2359100.6248449595,3.0
F571-V1,3.88,57.60,2359100.6248449595,3.0
F571-V1,5.83,70.90,2359100.6248449595,3.0
F571-V1,7.78,77.00,2359100.6248449595,3.0
F571-V1,9.72,82.50,2359100.6248449595,3.0
F571-V1,11.66,84.30,2359100.6248449595,3.0
F571-V1,13.59,83.90,2359100.6248449595,3.0
F574-1,0.47,15.30,11698017.715932248,3.0
F574-1,1.41,41.00,11698017.715932248,3.0
F574-1,2.35,60.70,11698017.715932248,3.0
F574-1,3.29,74.90,11698017.715932248,3.0
F574-1,4.22,83.00,11698017.715932248,3.0
F574-1,5.17,86.80,11698017.715932248,3.0
F574-1,6.11,89.40,11698017.715932248,3.0
F574-1,7.05,92.50,11698017.715932248,3.0
F574-1,7.99,94.70,11698017.715932248,3.0
F574-1,8.92,96.30,11698017.715932248,3.0
F574-1,9.87,97.80,11698017.715932248,3.0
F574-1,10.79,98.80,11698017.715932248,3.0
F574-1,11.80,99.50,11698017.715932248,3.0
F574-1,12.60,99.70,11698017.715932248,3.0
F574-2,2.17,12.60,4463464.529095691,3.0
F574-2,4.32,23.00,4463464.529095691,3.0
F574-2,6.49,30.00,4463464.529095691,3.0
F574-2,8.65,36.00,4463464.529095691,3.0
F574-2,10.83,40.00,4463464.529095691,3.0
F579-V1,0.42,35.70,26345497.25458226,3.0
F579-V1,1.47,83.30,26345497.25458226,3.0
F579-V1,2.11,94.20,26345497.25458226,3.0
F579-V1,2.84,97.60,26345497.25458226,3.0
F579-V1,3.90,101.00,26345497.25458226,3.0
F579-V1,4.74,105.00,26345497.25458226,3.0
F579-V1,5.69,106.00,26345497.25458226,3.0
F579-V1,6.32,108.00,26345497.25458226,3.0
F579-V1,7.37,110.00,26345497.25458226,3.0
F579-V1,8.21,112.00,26345497.25458226,3.0
F579-V1,9.16,113.00,26345497.25458226,3.0
F579-V1,10.85,114.00,26345497.25458226,3.0
F579-V1,12.21,114.00,26345497.25458226,3.0
F579-V1,15.16,114.00,26345497.25458226,3.0
F583-1,0.26,14.60,3445740.5404243595,3.0
F583-1,0.44,10.00,3445740.5404243595,3.0
F583-1,0.77,10.70,3445740.5404243595,3.0
F583-1,0.89,17.40,3445740.5404243595,3.0
F583-1,1.22,23.50,3445740.5404243595,3.0
F583-1,1.55,31.00,3445740.5404243595,3.0
F583-1,1.80,32.30,3445740.5404243595,3.0
F583-1,2.21,40.90,3445740.5404243595,3.0
F583-1,2.31,43.80,3445740.5404243595,3.0
F583-1,2.54,44.80,3445740.5404243595,3.0
F583-1,3.10,51.70,3445740.5404243595,3.0
F583-1,3.43,55.70,3445740.5404243595,3.0
F583-1,3.86,59.40,3445740.5404243595,3.0
F583-1,4.09,62.00,3445740.5404243595,3.0
F583-1,4.37,63.00,3445740.5404243595,3.0
F583-1,4.76,66.60,3445740.5404243595,3.0
F583-1,5.40,71.30,3445740.5404243595,3.0
F583-1,5.86,72.30,3445740.5404243595,3.0
F583-1,6.08,73.40,3445740.5404243595,3.0
F583-1,6.43,72.40,3445740.5404243595,3.0
F583-1,6.97,77.10,3445740.5404243595,3.0
F583-1,7.96,80.30,3445740.5404243595,3.0
F583-1,10.29,84.70,3445740.5404243595,3.0
